id,species,class,weapon,draw_type,season_dates,unit_group,hunter_choice_number_ke,quota,season_start_date,season_end_date
857,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Sep 25, 2021 - Oct 04, 2021","111, 112",Hunter Choice Number 1044,7,2021-09-25,2021-10-04
858,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Dec 05, 2021 - Jan 01, 2022",161 - 164,Hunter Choice Number 1045,7,2021-12-05,2022-01-01
859,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Oct 01, 2021 - Oct 20, 2021",161 - 164,Hunter Choice Number 1046,7,2021-10-01,2021-10-20
915,Elk,Antlerless,Archery,Non-Resident,"Aug 01, 2021 - Aug 24, 2021","076, 077, 079, 081",Hunter Choice Number 1048,1,2021-08-01,2021-08-24
916,Elk,Antlerless,Archery,Non-Resident,"Aug 01, 2021 - Aug 24, 2021","131, 132, South portion of 108 (see CR 21-03)",Hunter Choice Number 1049,1,2021-08-01,2021-08-24
918,Elk,Antlerless,Muzzleloader,Non-Resident,"Sep 17, 2021 - Sep 30, 2021","076, 077, 079, 081",Hunter Choice Number 1051,1,2021-09-17,2021-09-30
919,Elk,Antlerless,Muzzleloader,Non-Resident,"Sep 17, 2021 - Sep 24, 2021","131, 132, South portion of 108 (see CR 21-03)",Hunter Choice Number 1052,1,2021-09-17,2021-09-24
8374834,Elk,Antlerless,Archery,Non-Resident,"Aug 01, 2021 - Aug 24, 2021",072 - 074,Hunter Choice Number 1213,1,2021-08-01,2021-08-24
8374835,Elk,Antlerless,Muzzleloader,Non-Resident,"Sep 17, 2021 - Sep 30, 2021",072 - 074,Hunter Choice Number 1214,1,2021-09-17,2021-09-30
8374836,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Oct 01, 2021 - Oct 20, 2021",072 - 074,Hunter Choice Number 1215,7,2021-10-01,2021-10-20
8374837,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Nov 21, 2021 - Jan 01, 2022","104, 121, North portion of 108 (see CR 21-03)",Hunter Choice Number 1216,2,2021-11-21,2022-01-01
8374838,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Sep 25, 2021 - Oct 04, 2021","104, 121, North portion of 108 (see CR 21-03)",Hunter Choice Number 1217,5,2021-09-25,2021-10-04
8375928,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Sep 25, 2021 - Oct 04, 2021",113,Hunter Choice Number 1284,1,2021-09-25,2021-10-04
8375929,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Dec 05, 2021 - Jan 01, 2022",113,Hunter Choice Number 1285,2,2021-12-05,2022-01-01
8375930,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Jan 02, 2022 - Jan 31, 2022",113N,Hunter Choice Number 1286,2,2022-01-02,2022-01-31
8375931,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Sep 25, 2021 - Oct 04, 2021","114, 115",Hunter Choice Number 1287,7,2021-09-25,2021-10-04
8375932,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Dec 05, 2021 - Jan 01, 2022","114, 115",Hunter Choice Number 1288,8,2021-12-05,2022-01-01
8375933,Elk,Antlerless,Archery,Non-Resident,"Aug 01, 2021 - Aug 15, 2021","061, 071",Hunter Choice Number 1289,6,2021-08-01,2021-08-15
8375934,Elk,Antlerless,Archery,Non-Resident,"Aug 01, 2021 - Aug 15, 2021","062, 064, 066 - 068",Hunter Choice Number 1290,1,2021-08-01,2021-08-15
8375935,Elk,Antlerless,Archery,Non-Resident,"Aug 01, 2021 - Aug 15, 2021","078, 105 - 107, 121",Hunter Choice Number 1291,2,2021-08-01,2021-08-15
8375936,Elk,Antlerless,Archery,Non-Resident,"Aug 01, 2021 - Aug 24, 2021","104, 121, North portion of 108 (see CR 21-03)",Hunter Choice Number 1292,1,2021-08-01,2021-08-24
8375937,Elk,Antlerless,Archery,Non-Resident,"Aug 01, 2021 - Aug 24, 2021","111, 112",Hunter Choice Number 1293,2,2021-08-01,2021-08-24
8375938,Elk,Antlerless,Archery,Non-Resident,"Aug 01, 2021 - Aug 24, 2021",113,Hunter Choice Number 1294,3,2021-08-01,2021-08-24
8375939,Elk,Antlerless,Archery,Non-Resident,"Aug 01, 2021 - Aug 24, 2021","114, 115",Hunter Choice Number 1295,3,2021-08-01,2021-08-24
8375940,Elk,Antlerless,Archery,Non-Resident,"Aug 01, 2021 - Aug 24, 2021",161 - 164,Hunter Choice Number 1296,2,2021-08-01,2021-08-24
8375941,Elk,Antlerless,Archery,Non-Resident,"Aug 01, 2021 - Aug 24, 2021",221 - 223,Hunter Choice Number 1297,3,2021-08-01,2021-08-24
8375942,Elk,Antlerless,Archery,Non-Resident,"Aug 01, 2021 - Aug 24, 2021",231,Hunter Choice Number 1298,1,2021-08-01,2021-08-24
8375943,Elk,Antlerless,Muzzleloader,Non-Resident,"Sep 17, 2021 - Sep 24, 2021",113,Hunter Choice Number 1299,1,2021-09-17,2021-09-24
8375944,Elk,Antlerless,Muzzleloader,Non-Resident,"Sep 17, 2021 - Sep 24, 2021",231,Hunter Choice Number 1300,1,2021-09-17,2021-09-24
8375945,Elk,Antlerless,Muzzleloader,Non-Resident,"Aug 16, 2021 - Aug 31, 2021","078, 105 - 107, 109",Hunter Choice Number 1301,2,2021-08-16,2021-08-31
8375946,Elk,Antlerless,Muzzleloader,Non-Resident,"Sep 17, 2021 - Sep 24, 2021","104, 121, North portion of 108 (see CR 21-03)",Hunter Choice Number 1302,1,2021-09-17,2021-09-24
8375947,Elk,Antlerless,Muzzleloader,Non-Resident,"Sep 17, 2021 - Sep 24, 2021","111, 112",Hunter Choice Number 1303,1,2021-09-17,2021-09-24
8375948,Elk,Antlerless,Muzzleloader,Non-Resident,"Sep 17, 2021 - Sep 24, 2021","114, 115",Hunter Choice Number 1304,2,2021-09-17,2021-09-24
8375949,Elk,Antlerless,Muzzleloader,Non-Resident,"Sep 01, 2021 - Sep 16, 2021",161 - 164,Hunter Choice Number 1305,2,2021-09-01,2021-09-16
8375950,Elk,Antlerless,Muzzleloader,Non-Resident,"Sep 17, 2021 - Sep 24, 2021",221 - 223,Hunter Choice Number 1306,3,2021-09-17,2021-09-24
8375951,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Sep 25, 2021 - Oct 04, 2021",221,Hunter Choice Number 1307,4,2021-09-25,2021-10-04
8375952,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Dec 05, 2021 - Jan 01, 2022",221,Hunter Choice Number 1308,3,2021-12-05,2022-01-01
8375953,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Sep 25, 2021 - Oct 04, 2021",222 - 223,Hunter Choice Number 1309,4,2021-09-25,2021-10-04
8375954,Elk,Antlerless,Any Legal Weapon,Non-Resident,"Dec 05, 2021 - Jan 01, 2022",222 - 223,Hunter Choice Number 1310,5,2021-12-05,2022-01-01
807,Elk,Spike,Any Legal Weapon,Resident,"Sep 17, 2021 - Oct 04, 2021","061, 071",Hunter Choice Number 1085,8,2021-09-17,2021-10-04
803,Elk,Spike,Any Legal Weapon,Resident,"Nov 06, 2021 - Jan 01, 2022","061, 071",Hunter Choice Number 1087,8,2021-11-06,2022-01-01
802,Elk,Spike,Any Legal Weapon,Resident,"Sep 17, 2021 - Oct 04, 2021","062, 064, 066 - 068",Hunter Choice Number 1088,3,2021-09-17,2021-10-04
800,Elk,Spike,Any Legal Weapon,Resident,"Oct 05, 2021 - Oct 20, 2021","062, 064, 066 - 068",Hunter Choice Number 1090,3,2021-10-05,2021-10-20
799,Elk,Spike,Any Legal Weapon,Resident,"Nov 21, 2021 - Jan 01, 2022",072 - 074,Hunter Choice Number 1091,20,2021-11-21,2022-01-01
797,Elk,Spike,Any Legal Weapon,Resident,"Oct 01, 2021 - Oct 20, 2021",072 - 074,Hunter Choice Number 1093,20,2021-10-01,2021-10-20
796,Elk,Spike,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022","076, 077, 079, 081",Hunter Choice Number 1094,10,2021-12-05,2022-01-01
795,Elk,Spike,Any Legal Weapon,Resident,"Oct 01, 2021 - Oct 20, 2021","076, 077, 079, 081",Hunter Choice Number 1095,10,2021-10-01,2021-10-20
794,Elk,Spike,Any Legal Weapon,Resident,"Sep 21, 2021 - Oct 04, 2021","078, 105 - 107, 109",Hunter Choice Number 1096,15,2021-09-21,2021-10-04
8375955,Elk,Spike,Any Legal Weapon,Resident,"Sep 25, 2021 - Oct 04, 2021","104, 121, North portion of 108 (see CR 21-03)",Hunter Choice Number 1311,15,2021-09-25,2021-10-04
8375956,Elk,Spike,Any Legal Weapon,Resident,"Sep 25, 2021 - Oct 04, 2021","111, 112",Hunter Choice Number 1312,20,2021-09-25,2021-10-04
8375957,Elk,Spike,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022","111, 112",Hunter Choice Number 1313,20,2021-12-05,2022-01-01
8375958,Elk,Spike,Any Legal Weapon,Resident,"Sep 25, 2021 - Oct 04, 2021",113,Hunter Choice Number 1314,10,2021-09-25,2021-10-04
8375959,Elk,Spike,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022",113,Hunter Choice Number 1315,10,2021-12-05,2022-01-01
8375960,Elk,Spike,Any Legal Weapon,Resident,"Sep 25, 2021 - Oct 04, 2021","114, 115",Hunter Choice Number 1316,20,2021-09-25,2021-10-04
8375961,Elk,Spike,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022","114, 115",Hunter Choice Number 1317,20,2021-12-05,2022-01-01
8375962,Elk,Spike,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022",161 - 164,Hunter Choice Number 1318,15,2021-12-05,2022-01-01
8375963,Elk,Spike,Any Legal Weapon,Resident,"Sep 25, 2021 - Oct 04, 2021",221,Hunter Choice Number 1319,10,2021-09-25,2021-10-04
8375964,Elk,Spike,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022",221,Hunter Choice Number 1320,10,2021-12-05,2022-01-01
8375965,Elk,Spike,Any Legal Weapon,Resident,"Sep 25, 2021 - Oct 04, 2021",222 - 223,Hunter Choice Number 1321,15,2021-09-25,2021-10-04
8375966,Elk,Spike,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022",222 - 223,Hunter Choice Number 1322,15,2021-12-05,2022-01-01
8375967,Elk,Spike,Any Legal Weapon,Resident,"Sep 25, 2021 - Oct 04, 2021",231,Hunter Choice Number 1323,10,2021-09-25,2021-10-04
8375968,Elk,Spike,Any Legal Weapon,Resident,"Dec 05, 2021 - Jan 01, 2022",231,Hunter Choice Number 1324,10,2021-12-05,2022-01-01
542,Black Bear,Either Sex,Any Legal Weapon,Resident,"Sep 15, 2021 - Dec 01, 2021","192, 194 - 196, 201 - 204, 206, 291 (see CR 21-04)",Hunter Choice Number 1097,45,2021-09-15,2021-12-01
552,Black Bear,Either Sex,Any Legal Weapon,Non-Resident,"Sep 15, 2021 - Dec 01, 2021","192, 194 - 196, 201 - 204, 206, 291 (see CR 21-04)",Hunter Choice Number 1100,5,2021-09-15,2021-12-01
531,Mountain Goat,Any Goat,Any Legal Weapon,Resident,"Sep 01, 2021 - Oct 31, 2021",101,Hunter Choice Number 1103,1,2021-09-01,2021-10-31
528,Mountain Goat,Any Goat,Any Legal Weapon,Resident,"Sep 01, 2021 - Oct 31, 2021",102,Hunter Choice Number 1104,7,2021-09-01,2021-10-31
525,Mountain Goat,Any Goat,Any Legal Weapon,Resident,"Sep 01, 2021 - Oct 31, 2021",103,Hunter Choice Number 1105,1,2021-09-01,2021-10-31
519,California Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Sep 01, 2021 - Oct 31, 2021",12,Hunter Choice Number 1106,3,2021-09-01,2021-10-31
516,California Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Sep 01, 2021 - Oct 31, 2021",14,Hunter Choice Number 1107,2,2021-09-01,2021-10-31
515,California Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Sep 01, 2021 - Oct 31, 2021",31,Hunter Choice Number 1108,6,2021-09-01,2021-10-31
513,California Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Sep 01, 2021 - Oct 31, 2021",32,Hunter Choice Number 1109,11,2021-09-01,2021-10-31
511,California Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Sep 01, 2021 - Oct 31, 2021","032, 033",Hunter Choice Number 1110,3,2021-09-01,2021-10-31
510,California Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Sep 01, 2021 - Oct 31, 2021",34,Hunter Choice Number 1111,8,2021-09-01,2021-10-31
499,California Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Sep 01, 2021 - Oct 31, 2021",35,Hunter Choice Number 1112,7,2021-09-01,2021-10-31
495,California Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Sep 01, 2021 - Oct 31, 2021",51,Hunter Choice Number 1114,2,2021-09-01,2021-10-31
490,California Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Sep 01, 2021 - Oct 31, 2021",66,Hunter Choice Number 1115,1,2021-09-01,2021-10-31
488,California Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Sep 01, 2021 - Oct 31, 2021",68,Hunter Choice Number 1116,5,2021-09-01,2021-10-31
486,California Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Sep 01, 2021 - Oct 31, 2021","021, 022",Hunter Choice Number 1117,2,2021-09-01,2021-10-31
8375969,California Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Sep 01, 2021 - Oct 31, 2021",011 - 013,Hunter Choice Number 1325,1,2021-09-01,2021-10-31
478,California Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Sep 01, 2021 - Oct 31, 2021",12,Hunter Choice Number 1119,1,2021-09-01,2021-10-31
476,California Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Sep 01, 2021 - Oct 31, 2021",32,Hunter Choice Number 1120,1,2021-09-01,2021-10-31
472,California Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Sep 01, 2021 - Oct 31, 2021",34,Hunter Choice Number 1121,1,2021-09-01,2021-10-31
467,California Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Sep 01, 2021 - Oct 31, 2021",35,Hunter Choice Number 1122,1,2021-09-01,2021-10-31
8374841,California Bighorn Sheep,Any Ram,Any Legal Weapon,Non-Resident,"Sep 01, 2021 - Oct 31, 2021",68,Hunter Choice Number 1220,1,2021-09-01,2021-10-31
459,Rocky Mountain Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Aug 01, 2021 - Feb 20, 2022",114,Hunter Choice Number 1124,2,2021-08-01,2022-02-20
454,Rocky Mountain Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Nov 15, 2021 - Feb 20, 2022",115,Hunter Choice Number 1125,2,2021-11-15,2022-02-20
8374842,Rocky Mountain Bighorn Sheep,Any Ram,Any Legal Weapon,Resident,"Sep 01, 2021 - Oct 31, 2021",74,Hunter Choice Number 1221,1,2021-09-01,2021-10-31
